genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,release_year
Alternative,Chris Tomlin,Home,2aMb1asq5acm7cDYlFsYhY,53,0.0363,0.468,219720,0.786,0.0,A,0.31,-2.757,Major,0.0334,84.992,4/4,0.461,2016
Alternative,Tenacious D,The Metal,3pYKJaLiixRcDFfcNhxZKK,57,0.00296,0.623,165960,0.938,0.000852,C,0.48,-4.161,Major,0.123,112.022,4/4,0.308,2006
Alternative,Bullet For My Valentine,Tears Don't Fall,3iWlbqAaoIR7H7gyO3a6rV,59,0.000729,0.212,348387,0.924,2.23e-06,G,0.0831,-3.349,Minor,0.135,162.128,4/4,0.244,2006
Alternative,The Strokes,Machu Picchu,6mVD1SfTvlFAPVi7txFL5H,60,0.0133,0.695,209627,0.814,0.0984,C#,0.0601,-5.294,Major,0.066,105.011,4/4,0.882,2011
Alternative,Nickelback,Never Gonna Be Alone,7aySoZnwt7c6lA54qVVUOk,58,0.00155,0.544,227027,0.802,7.34e-05,E,0.122,-4.152,Major,0.0282,130.022,4/4,0.59,2008
Alternative,THEY.,U-RITE - Rynx Remix,3dl5CWbfg1MnCovkvdL4HJ,55,0.0787,0.593,213649,0.856,1.55e-06,F#,0.229,-5.144,Minor,0.115,132.728,4/4,0.211,2017
Alternative,Hollywood Undead,Comin’ In Hot,5a3rLTbh7L7lBj5cflW3sf,57,0.0146,0.708,223333,0.749,0.0,D,0.0913,-5.64,Major,0.0897,96.016,4/4,0.382,2011
Alternative,Foo Fighters,This Is a Call,2wO8aOvN1ogLy1N8XT1WJE,57,0.00141,0.261,233360,0.964,2.87e-05,A,0.183,-6.654,Major,0.0638,162.902,3/4,0.326,1995
Alternative,Sum 41,The Hell Song,17XgxMFNzBYv38TEJRC18D,54,0.00014,0.356,198493,0.929,0.00674,G#,0.359,-5.464,Minor,0.0904,173.413,4/4,0.694,2002
Alternative,The 1975,This Must Be My Dream,6OPOa3qlKoDUzGpS8MrcLi,51,0.0204,0.598,252480,0.84,7.41e-05,A,0.328,-4.617,Major,0.0375,102.999,4/4,0.672,2016
Alternative,Mike Shinoda,Make It Up As I Go (feat. K.Flay),2rPV3oe3O97fSJZxcunKV8,53,0.126,0.538,209707,0.728,0.0221,C#,0.161,-7.21,Minor,0.293,188.003,4/4,0.576,2018
Alternative,Blood Orange,You're Not Good Enough,7vcNp4cj4uF4AyX5aKY4Ps,59,0.189,0.74,261360,0.798,0.00128,C,0.305,-6.55,Major,0.146,119.964,4/4,0.571,2013
Alternative,Candlebox,You,5J19HPdmJHOEu32iyZEt5k,52,0.00789,0.329,297173,0.861,2.88e-06,B,0.0844,-5.855,Minor,0.147,195.303,3/4,0.599,1993
Alternative,Parkway Drive,Prey,7lMFAK8dv0QkWpIlZcWQlJ,60,3.28e-05,0.27,255231,0.964,0.0247,F#,0.525,-4.545,Major,0.0866,99.731,3/4,0.325,2018
Alternative,Zayde Wølf,New Blood,0Obr1fxJYUKZ52Azp1a3ct,56,0.0774,0.486,198763,0.892,0.0,G,0.0532,-3.529,Major,0.0606,72.984,4/4,0.361,2016
Alternative,Kota the Friend,Backyard,4wcOo3mJXC7sh0iULJsW6K,54,0.272,0.892,206000,0.597,0.0,B,0.0815,-7.851,Minor,0.178,150.036,4/4,0.895,2019
Alternative,Christian Rich,"SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly)",4NYzuuSf3lqmXogSd1tnFP,57,0.232,0.705,158307,0.623,0.000123,C#,0.268,-5.292,Major,0.307,73.862,4/4,0.4,2019
Alternative,Kurt Vile,Pretty Pimpin,3l9eg9RtisizG12a1D6nZl,61,0.0928,0.566,298760,0.664,0.305,G#,0.0903,-9.081,Major,0.0281,91.117,4/4,0.764,2015
Alternative,The Man Who,Bet on You,5d1ix6uxnaiPzQpWjoOtrN,54,0.00323,0.528,242280,0.679,6.7e-05,C#,0.132,-4.363,Major,0.0332,157.906,4/4,0.299,2017
Alternative,MGMT,Me and Michael,0t4z0WaQomQqPONghWn8c2,58,0.0285,0.628,289853,0.841,0.00332,A,0.254,-4.583,Major,0.0268,111.985,4/4,0.706,2018
Alternative,Bloc Party,Banquet,2YxXuCdbUpil3P7tRjhW1t,57,0.000139,0.578,196613,0.892,0.0111,A#,0.215,-7.952,Minor,0.0441,150.253,4/4,0.892,2005
Alternative,Summer Walker,Just Like Me,0KWqQGdduJDz8OSFuML6Eo,52,0.971,0.433,250147,0.265,2.84e-05,C,0.102,-10.121,Minor,0.0433,129.38,3/4,0.246,2018
Alternative,Joywave,It's A Trip!,6IY3cC281mz9q0bViUEldz,57,0.114,0.679,183525,0.71,0.00322,G#,0.255,-5.009,Minor,0.0321,97.99,4/4,0.685,2017
Alternative,Big K.R.I.T.,High Beams (feat. WOLFE de MÇHLS),3xBN7FkxY4g808rjRFSnbt,51,0.45,0.465,223429,0.513,0.000126,F#,0.132,-6.822,Major,0.071,91.665,4/4,0.277,2019
Alternative,Halestorm,Mz. Hyde,78mjaBatbfvwx5KJwI036H,52,0.00094,0.558,202307,0.929,0.000248,D,0.389,-3.618,Major,0.0638,137.868,4/4,0.502,2012
Alternative,Jhene Aiko,Blue Dream,4Y8MG7qcAMk7JB7Eebpcvu,55,0.533,0.554,217027,0.4,0.162,A,0.0836,-12.267,Minor,0.0532,134.021,4/4,0.335,2014
Alternative,Digable Planets,Rebirth Of Slick (Cool Like Dat),26q6YTrXt9l8qshIveiTX9,57,0.0476,0.884,261267,0.334,0.0588,C#,0.107,-18.943,Minor,0.228,98.315,4/4,0.571,1993
Alternative,tobi lou,My Party,5xVCO7FQFD6e1Ts9So1Fl8,51,0.268,0.799,184380,0.445,0.0,B,0.116,-8.387,Major,0.145,163.011,4/4,0.508,2019
Alternative,Modest Mouse,Missed the Boat,4asjU3sDnn3002bTJIg2vZ,57,0.0697,0.71,264813,0.698,0.0,D,0.478,-5.797,Major,0.0332,104.007,4/4,0.852,2007
Alternative,Die Antwoord,Baby's on Fire,7rmUSOrOLRBzI8Uq63qYcR,61,0.0521,0.829,236840,0.844,0.00148,E,0.171,-4.329,Minor,0.0966,130.04,4/4,0.762,2012
Alternative,tobi lou,Waterboy,3KrZ3CXW0msJYdJ8srH9OX,53,0.0872,0.782,192000,0.672,0.0,C#,0.138,-6.968,Major,0.0453,130.008,4/4,0.487,2019
Alternative,Five Finger Death Punch,Hard To See,00cP5rqzL6ZrwMaqTEeGIN,50,4.62e-06,0.513,209493,0.976,0.00034,B,0.117,-3.117,Major,0.17,111.992,4/4,0.133,2009
Alternative,3 Doors Down,Be Like That,3PbHle8KhJp6GuO1jLdEmQ,56,0.00536,0.487,265907,0.702,4.93e-06,G,0.129,-6.043,Major,0.0238,95.973,4/4,0.306,2000
Alternative,Nickelback,Figured You Out,1Yuim9eHBfG8YUJII28XDF,54,2.63e-05,0.544,228480,0.867,0.0165,A#,0.266,-5.527,Major,0.0517,93.925,4/4,0.726,2003
Alternative,Linkin Park,With You,5uuXtfqM7Wp3idCxyHeOll,59,0.0037,0.421,203267,0.978,0.0,F#,0.111,-4.004,Minor,0.302,196.921,4/4,0.359,2000
Alternative,Rammstein,ZEIG DICH,3d3k8g4GTVx9EFIFlOZOEX,73,0.00108,0.545,255845,0.942,0.0246,C,0.0585,-4.283,Minor,0.0417,165.066,4/4,0.365,2019
Alternative,Bishop Briggs,Wild Horses,1vHyZsydQf4h2yDhujnqvQ,56,0.225,0.745,189493,0.537,0.0,C,0.154,-5.664,Minor,0.031,140.069,4/4,0.203,2018
Alternative,Q-Tip,Vivrant Thing - Club Mix,1uQbeHF6znPkD99pDGLvRN,53,0.00631,0.914,190440,0.698,0.000295,A,0.0575,-8.619,Major,0.0541,99.034,4/4,0.613,2012
Alternative,Gorillaz,Hollywood (feat. Snoop Dogg & Jamie Principle),0P2Dxoy0mdzM9NlFQoLZbc,57,0.0249,0.685,293493,0.631,7.67e-05,G,0.211,-10.338,Major,0.0926,104.126,4/4,0.72,2018
Alternative,A Perfect Circle,The Doomed,44OUZyiPnJc4pOZw4J6pid,56,0.0477,0.367,281781,0.903,0.00124,E,0.235,-5.956,Minor,0.175,106.329,3/4,0.239,2018
Alternative,Masego,Prone,5KaIIT6ijzJvlZPPiJby36,54,0.16,0.8,186400,0.552,7.05e-05,F,0.049,-7.103,Minor,0.0862,85.005,4/4,0.834,2018
Alternative,"Royce Da 5'9""",Caterpillar (feat. Eminem & King Green),70lVHIHJE2tUXH7FxNOz3z,60,0.136,0.706,283077,0.745,0.0,A#,0.268,-5.97,Minor,0.441,91.08,4/4,0.598,2018
Alternative,Freddie Gibbs,Soul Right,2DtvQQfi0zPxF57blcwnkM,56,0.282,0.597,206267,0.831,0.0,C#,0.354,-8.826,Major,0.646,81.192,4/4,0.602,2019
Alternative,Barns Courtney,Champion,0FNLnZRNWEIbGsb8jkU2lv,56,0.0789,0.54,190360,0.739,0.0,E,0.225,-6.474,Minor,0.0636,78.977,4/4,0.434,2017
Alternative,Shinedown,If You Only Knew,0CkSF2TAqIu8TJaVwwAOnT,53,0.000347,0.449,226640,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321,2008
Alternative,Sturgill Simpson,Life of Sin,7oop0Rsh4jhdOtglVL3Dmf,49,0.175,0.499,146107,0.699,6.12e-06,E,0.148,-7.514,Major,0.0702,169.244,4/4,0.814,2014
Alternative,Barns Courtney,Kicks,274tSPavv09i163nBnYrCU,57,0.129,0.64,195173,0.83,0.0,A#,0.29,-5.43,Minor,0.0652,95.004,4/4,0.62,2017
Alternative,The Score,Miracle,6A6PDawvZIfnJHW40sBHzz,56,0.065,0.643,206400,0.767,0.0,B,0.27,-4.044,Minor,0.0346,130.09,4/4,0.587,2017
Alternative,Rise Against,The Violence,12C6ufD5zOWsQGHQY7aXRM,60,4.11e-05,0.294,228720,0.92,0.000232,A#,0.0804,-2.471,Minor,0.0635,184.007,4/4,0.582,2017
Alternative,Serj Tankian,Empty Walls,16pmJwwNFVCqdXWPZtwZzh,57,0.00161,0.464,230027,0.963,0.0,C,0.196,-3.568,Minor,0.0484,160.071,4/4,0.528,2007
Alternative,Saba,Stoney,0HU8CeTestQjoRF2ekaLqx,55,0.295,0.735,211296,0.639,0.0,F#,0.108,-7.464,Minor,0.247,158.865,4/4,0.695,2016
Alternative,Bobaflex,Bury Me With My Guns,5tjEFjXJZOiFYfUsH1L6D3,56,0.000293,0.595,214533,0.878,0.00266,F,0.174,-4.341,Minor,0.0401,93.94,4/4,0.465,2011
Alternative,Smino,blkswn,1BFFcF83SmsS6cKBLZGjkc,54,0.313,0.716,172561,0.382,0.0,C#,0.0836,-9.158,Major,0.3,106.763,4/4,0.49,2017
Alternative,Thousand Foot Krutch,Be Somebody,3NRhy4mzDwQc6IgPwyQM1x,55,0.0333,0.477,222440,0.663,0.0,F#,0.145,-5.793,Minor,0.0285,94.084,4/4,0.344,2012
Alternative,GoldLink,Yard (feat. Haile of WSTRN) (feat. Haile),7d4WkbOVqZ8KeQxtjTL3zi,57,0.00167,0.637,196480,0.743,0.000743,A#,0.142,-7.711,Minor,0.28,191.995,4/4,0.964,2019
Alternative,Ashes Remain,End Of Me,4rBJhbvK48X8aoQbgOD71Y,50,0.00187,0.59,170427,0.823,0.0,F,0.375,-4.606,Minor,0.0394,129.969,4/4,0.571,2011
Alternative,Matt Maher,Your Love Defends Me,066eFvkQXyR9UIYi65GsSu,54,0.063,0.546,226867,0.486,0.0,A,0.0892,-6.797,Major,0.0255,78.866,4/4,0.289,2017
Alternative,Argonaut & Wasp,Composure,3Qfj2BgymJSXY4zDrBCo3g,53,0.00969,0.671,184800,0.611,0.431,A#,0.1,-8.453,Major,0.0328,116.934,4/4,0.378,2021
Alternative,Arcade Fire,Everything Now,7KsZHCfOitA5V9oQYVdltG,64,0.00171,0.548,303013,0.865,0.000449,C,0.457,-5.325,Major,0.0302,116.046,4/4,0.61,2017
Alternative,Hole,Doll Parts,49t1GWE6ZiEoBgN92oMDdM,57,0.161,0.416,211487,0.53,1.34e-06,G,0.108,-8.182,Major,0.0255,102.029,4/4,0.379,1994
Alternative,Kali Uchis,Flight 22,3iv26BUAWSn83q8rhGKPE8,54,0.415,0.635,216983,0.646,0.00055,A#,0.42,-5.246,Major,0.0462,117.956,3/4,0.344,2018
Alternative,Halestorm,I Am the Fire,5MapUlM1un2Kh4aZ3IyWcL,55,0.0535,0.384,217173,0.955,0.000997,A,0.0958,-2.884,Minor,0.266,171.888,4/4,0.199,2015
Alternative,The Score,Oh My Love,4Q99wmrzQFtK3oweyLkWij,57,0.0292,0.561,218133,0.92,0.0,G,0.248,-3.357,Major,0.157,148.933,4/4,0.728,2017
Alternative,Steve Lacy,Guide,1omb5x3QAi6sY9yGxvi22V,51,0.0412,0.815,141531,0.731,0.000263,F,0.215,-7.615,Minor,0.0795,128.968,4/4,0.497,2019
Alternative,TWENTY88,Memories Faded,0VIH3yTKCCnijQ4kbnitqc,54,0.15,0.526,252213,0.543,0.0,B,0.112,-8.374,Major,0.341,140.124,3/4,0.4,2016
Alternative,Nirvana,Love Buzz - Remastered,150eNdHgoV9hYBUjsQXSVM,59,3.22e-05,0.47,215120,0.885,0.196,D#,0.169,-7.224,Major,0.0354,138.153,4/4,0.79,
Alternative,NEEDTOBREATHE,Multiplied,4zgO1SgXOeFmr6Hno9DLs4,55,0.0048,0.593,275560,0.816,0.00121,G,0.0939,-6.461,Major,0.0421,115.029,4/4,0.378,2014
Alternative,Ratatat,Loud Pipes,5ZrrXIYTvjXPKVQMjqaumR,55,0.109,0.718,226533,0.703,0.822,G,0.208,-7.162,Minor,0.0382,87.975,4/4,0.858,2006
Alternative,Justine Skye,Build,0G3qCSe4KcWFc0EKlXCEo8,57,0.0209,0.718,247333,0.516,3.35e-06,B,0.283,-4.953,Minor,0.147,73.739,4/4,0.337,2018
Alternative,Slipknot,Eyeless,7MEHTWzEi3z7P2jEWAcdHZ,59,0.000463,0.293,236360,0.997,3.95e-05,E,0.415,-4.364,Minor,0.217,100.348,4/4,0.13,1999
Alternative,Seether,Betray And Degrade,3XHnaUAFX8PfNMW1hHC75N,55,9.85e-05,0.58,244347,0.737,0.0367,A#,0.0823,-4.795,Major,0.0335,92.0,4/4,0.506,2017
Alternative,Bush,Glycerine - Acoustic,3ZoAB9gq2RGW5KdHnRvH75,51,0.56,0.648,212893,0.278,0.00728,B,0.122,-9.25,Minor,0.037,118.827,4/4,0.303,2005
Alternative,OK Go,Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,60,0.000342,0.537,179813,0.882,9.06e-05,C,0.12,-2.306,Major,0.0403,145.729,4/4,0.81,2005
Alternative,Josh Wilson,Dream Small,3tIosTCaD7OxaqMmNMqK39,53,0.0711,0.654,206627,0.815,2.53e-06,G,0.133,-5.524,Major,0.0377,120.048,4/4,0.301,2018
Alternative,Tenth Avenue North,Greater Than All My Regrets,05SNXW0e9dbTt2SNvUcQlW,55,0.128,0.334,257567,0.497,0.0,G,0.0803,-7.129,Major,0.0363,143.742,4/4,0.164,2019
Alternative,The Strokes,Is This It,0jBE7Fn78EAvmIs3dCd6GO,55,0.147,0.667,151333,0.692,3.75e-05,F,0.349,-8.361,Major,0.0285,96.021,4/4,0.846,2001
Alternative,Porno for Pyros,Pets,5kcQEPksJHTOLQ4In5oGN2,54,0.05,0.578,216733,0.515,0.0268,B,0.119,-9.541,Major,0.0347,112.879,4/4,0.302,1993
Alternative,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),36UVZPoK8a1Oxh13cY8kOp,54,0.0226,0.64,244000,0.884,0.0,F#,0.187,-2.609,Major,0.0428,124.968,4/4,0.573,2007
Alternative,Sturgill Simpson,Keep It Between The Lines,3JWJiLDqawZtilIo7p0rJ9,49,0.316,0.595,241147,0.756,0.00196,D,0.349,-5.302,Major,0.0481,87.584,4/4,0.833,2016
Alternative,TWENTY88,On The Way,2TAf6ITyhwc9Z3MYb4tSYl,54,0.0808,0.584,203227,0.687,0.0,C#,0.2,-7.176,Minor,0.321,129.902,4/4,0.324,2016
Alternative,Twin Shadow,Saturdays (feat. HAIM),5ClqcvP4dYDDX6Zv3jPQD1,61,0.0659,0.47,205442,0.696,3.85e-05,A,0.0962,-4.749,Major,0.104,169.976,4/4,0.802,2018
Alternative,Red Hot Chili Peppers,The Getaway,3bIQIx7hveYPQDdhjZ1kcq,61,0.0799,0.797,250387,0.642,1.19e-05,C,0.371,-8.082,Major,0.0725,113.999,4/4,0.667,2016
Alternative,Jane's Addiction,Been Caught Stealing,51Gkc1TxvyQ9K8y0pQRmQM,52,0.0146,0.683,213293,0.9,0.0706,G,0.296,-7.506,Major,0.105,103.625,4/4,0.616,1990
Alternative,As I Lay Dying,My Own Grave,2QcHIZFd5Meeroa1HB1L90,58,0.000109,0.474,253318,0.995,0.00976,F,0.05,-4.316,Minor,0.279,125.025,4/4,0.0394,2019
Alternative,Joy Division,Disorder - 2007 Remaster,38wCbVfMreML5ZhF5iQuKA,63,0.00033,0.32,209040,0.798,0.692,A#,0.176,-7.078,Minor,0.124,84.696,4/4,0.74,1979
Alternative,Rapsody,Sojourner (feat. J. Cole),6FtCEQZesoKRmjf5LBKyko,56,0.00447,0.773,343173,0.622,0.0,C#,0.287,-9.249,Major,0.297,81.194,4/4,0.474,
Alternative,Godsmack,1000hp,2DpLoT8qfJdZhsLGFg413r,53,3.94e-05,0.515,226467,0.95,3.75e-06,D,0.0366,-3.918,Major,0.0526,92.132,4/4,0.464,2014
Alternative,Sum 41,The New Sensation,5nsJzJbDoa5ifocayORlbe,56,0.000598,0.52,230185,0.957,5.09e-06,D,0.19,-3.901,Major,0.094,140.004,4/4,0.449,2019
Alternative,Lolo Zouaï,High Highs to Low Lows,2aGNR8A6GnHqoM78T31CCC,56,0.401,0.635,234360,0.493,0.0,C,0.142,-8.631,Major,0.0741,80.062,4/4,0.207,2019
Alternative,Francis and the Lights,May I Have This Dance,3yPD6CHGE1xdJBWyu6ZBKk,52,0.469,0.576,172825,0.451,0.0389,G#,0.0876,-9.571,Major,0.0444,90.439,4/4,0.803,2016
Alternative,Modest Mouse,The World At Large,5op53ANI4exiWqFHKuwWxd,56,0.0961,0.523,272507,0.477,0.000106,F#,0.101,-9.076,Major,0.0254,76.973,4/4,0.249,2004
Alternative,A Perfect Circle,Passive,7slyp653Si99N4yQcJ2E9T,55,0.00111,0.445,250173,0.71,0.0103,F,0.0982,-6.204,Major,0.0344,86.875,4/4,0.117,2004
Alternative,Trivium,Until The World Goes Cold,1hPKSQuvfLlPeIu8xhRyTf,57,0.000244,0.517,321162,0.887,0.00258,A#,0.151,-7.637,Minor,0.0732,166.008,4/4,0.531,2015
Alternative,Shinedown,KILL YOUR CONSCIENCE,7BpxYgVyRqa2UIDHX05JG6,54,0.0139,0.712,232333,0.852,0.0,F#,0.626,-3.03,Minor,0.0555,128.009,4/4,0.621,2018
Alternative,The Avett Brothers,Head Full Of Doubt/Road Full Of Promise,7Kho44itYaCQZvZQVV2SLW,56,0.437,0.304,287987,0.483,2.94e-05,G,0.0984,-7.263,Major,0.0383,176.283,3/4,0.161,2009
Alternative,Kali Uchis,Killer,5n1WeUNWJIjs9ueYD4v0Pt,55,0.129,0.622,172357,0.638,1e-05,C,0.362,-6.291,Major,0.043,140.005,4/4,0.646,2018
Alternative,DREAMERS,Painkiller,15BsrefgYpMgu1ZCIr8EJw,54,0.00298,0.583,202627,0.926,0.00101,C,0.121,-3.296,Major,0.0318,99.988,4/4,0.2,2016
Alternative,GoldLink,Late Night,60ZZNXIdwgUGkVGRt7foLT,57,0.278,0.442,161080,0.446,0.0,A,0.308,-11.354,Minor,0.786,51.539,4/4,0.295,2015
Alternative,The Score,Never Going Back,5k02Wjsu2MdpF3c9VFQD0k,56,0.0131,0.545,197680,0.616,0.0,F#,0.0523,-6.092,Minor,0.0453,159.987,4/4,0.602,2017
Alternative,Queens of the Stone Age,3's & 7's,63wsuMhok6GgcBRd2strGk,53,0.117,0.444,214067,0.989,0.0445,C#,0.347,-3.746,Major,0.112,131.327,4/4,0.466,2007
Alternative,Papa Roach,Gravity,4nrWU5PRlFJubLjahofpOU,57,0.00742,0.567,244449,0.922,0.0,C#,0.107,-3.896,Major,0.21,85.968,4/4,0.635,2015
Alternative,Noname,Song 32,0EgmhYPgButfoBvtnidyR0,56,0.0374,0.869,162496,0.479,0.0168,C#,0.0641,-9.695,Major,0.128,91.757,4/4,0.388,2019
Alternative,Big K.R.I.T.,Life In The Sun (feat. Camper),2NxtS031T6RhU4TMFjY3V0,50,0.137,0.831,182806,0.79,0.0,A#,0.12,-6.907,Minor,0.289,110.955,4/4,0.642,2019
Alternative,Run The Jewels,Run The Jewels,7tGhL4HNkupitX5iWv5eYd,53,0.0182,0.649,210627,0.548,0.0,C#,0.165,-6.879,Major,0.184,76.008,4/4,0.075,2013
Alternative,AFI,Girl's Not Grey,3fttmSWGThBQTNkuHMoCTN,54,0.00982,0.425,190493,0.91,4.05e-05,G#,0.2,-4.369,Minor,0.0388,121.585,4/4,0.693,2003
Alternative,Gorillaz,She's My Collar (feat. Kali Uchis),3lIxtCaROdRDuTnNBDm3n2,55,0.00799,0.726,209560,0.815,0.081,B,0.112,-5.886,Major,0.0313,140.158,4/4,0.462,2017
Alternative,The Driver Era,Welcome to the End of Your Life,0zS4fXHSOpb0QpMTI3mrXT,51,0.0378,0.322,204830,0.696,0.0,A,0.093,-7.384,Major,0.0796,142.085,4/4,0.345,2019
Alternative,The 1975,Menswear,1v07ywlVYd02pOCnXRBDNA,51,0.513,0.713,206738,0.536,0.0246,C#,0.087,-10.108,Major,0.063,97.012,4/4,0.158,2013
Alternative,SiR,Ooh Nah Nah (feat. Masego),6NblUCwJXYkQlQ6LhcmSlQ,58,0.052,0.85,240000,0.273,2.22e-06,G,0.104,-11.567,Minor,0.278,116.894,4/4,0.572,2017
Alternative,Florence + The Machine,Stand By Me,5XSU59wtE5CRCAEyHmmGy4,59,0.846,0.33,245780,0.356,9.55e-05,A,0.194,-6.911,Major,0.0352,93.778,3/4,0.243,2016
Alternative,Linkin Park,Nobody Can Save Me,3dJj6o9o1fRgrojWjailuz,60,0.0107,0.645,225547,0.688,0.0,B,0.186,-4.749,Major,0.0341,139.957,4/4,0.433,2017
Alternative,Adelitas Way,Invincible,4FthwGFz9SVZgCVqxNXsSK,57,0.000213,0.405,190133,0.962,2.31e-06,B,0.108,-4.894,Major,0.0842,170.023,4/4,0.489,2009
Alternative,Slipknot,The Negative One,2ugAOltSeiFqKHItLMKFK3,57,0.0002,0.505,325171,0.979,0.00135,C,0.334,-1.665,Major,0.0715,108.2,4/4,0.312,2014
Alternative,Xavier Omär,Afraid,2zIkPM6r0yEjWt18qG3jP3,54,0.355,0.726,220044,0.296,0.0,E,0.112,-7.859,Minor,0.0393,123.942,4/4,0.148,2017
Alternative,Soundgarden,Black Hole Sun - Live From The Artists Den,1HJCxwiDA7fQpe9HJ5mMjx,40,0.0127,0.365,350744,0.747,0.00109,G,0.35,-9.766,Major,0.0402,107.596,4/4,0.249,2019
Alternative,Halestorm,Uncomfortable,6qKSmXS6AOmSFAnmSxkASx,53,0.00172,0.533,220667,0.976,0.0,C,0.147,-2.501,Major,0.0814,118.915,4/4,0.298,2018
Alternative,Breaking Benjamin,Blow Me Away - Soundtrack Version,5JBH2osD5Y5AneMKPOfY1s,52,0.000761,0.533,205680,0.957,0.00244,F,0.115,-3.526,Major,0.0573,99.079,4/4,0.462,2010
Alternative,Breaking Benjamin,Never Again,07huQEWGQAe7aJaeR08Cag,54,8.53e-06,0.493,223547,0.936,9.73e-05,C#,0.358,-4.525,Major,0.0331,93.501,4/4,0.683,2015
Alternative,Catfish and the Bottlemen,Kathleen,1MHYAqWWdDRePmnqORynrq,63,0.000406,0.487,160886,0.888,0.00104,B,0.405,-4.736,Minor,0.0887,137.939,4/4,0.563,2014
Alternative,Shane & Shane,You're Beautiful,6PExqNUN5D4nqBTamndm6k,55,0.122,0.392,337954,0.607,0.0,D#,0.11,-7.79,Major,0.0318,160.103,4/4,0.175,2014
Alternative,Queens of the Stone Age,Little Sister,0BqQWfhMrkpRAUCbdfdHUC,53,0.0118,0.359,174027,0.956,0.000822,C#,0.511,-2.942,Major,0.062,161.132,4/4,0.924,2005
Alternative,Breaking Benjamin,Crawl,2G1xOn9PhRgi63XWp2ToZx,54,1.17e-05,0.213,238907,0.91,1.32e-05,F,0.222,-3.346,Minor,0.0722,81.199,4/4,0.389,2009
Alternative,Five Finger Death Punch,M.I.N.E (End This Way),2N8lohLapIF4bRuh3bxQS6,51,0.00137,0.524,245952,0.914,0.0,B,0.109,-3.819,Minor,0.0406,132.065,4/4,0.271,2013
Alternative,Des Rocs,Used to the Darkness,5xlUcf5txiXDgPleHzkm8s,57,0.177,0.676,256344,0.747,0.0,E,0.221,-4.639,Minor,0.0342,106.021,4/4,0.449,2018
Alternative,Grouplove,Raspberry,1F5A4LpF8ylUVtPoMAvNvn,56,0.0292,0.492,196027,0.779,0.0,D#,0.129,-5.022,Major,0.0498,104.966,4/4,0.445,2013
Alternative,The Hives,Hate To Say I Told You So,6xxXrNJnnsQNLdgNk8S4y8,55,0.00109,0.451,199760,0.929,0.00785,F,0.442,-5.021,Major,0.0549,135.767,4/4,0.378,2000
Alternative,watt,Burning Man,6REbB4VXol3q3iiCjvojL5,53,0.00906,0.572,197507,0.88,1.08e-06,D,0.0513,-2.782,Major,0.0603,158.16,4/4,0.5,2017
Alternative,Breakbot,Baby I'm Yours - feat. Irfane,0tZkVZ9DeAa0MNK2gY5NtV,69,0.726,0.829,215507,0.792,5.83e-06,D,0.122,-3.755,Minor,0.0668,118.05,4/4,0.758,2023
Alternative,Buddy,Trippin' (feat. Khalid),0cMjaVjMi6VPn1mkWPGKka,56,0.0142,0.663,184720,0.555,0.00601,C#,0.423,-6.683,Major,0.061,134.049,4/4,0.188,2018
Alternative,The Shins,Simple Song,48bo7uexDvAThcRDvEB2W7,60,0.0133,0.546,255400,0.878,0.0,G,0.135,-5.137,Major,0.0525,119.945,4/4,0.35,2012
Alternative,Buckcherry,Lit Up,1OBMSzh2ocRqK2gUFaMBSM,53,0.000535,0.652,215560,0.871,1.23e-05,F,0.357,-3.136,Minor,0.034,128.822,4/4,0.938,1999
Alternative,St. Lucia,Dancing On Glass,0aersVHlGGXcHeRvHtuaSt,57,0.0189,0.564,246333,0.945,0.0,C#,0.359,-4.705,Major,0.0493,101.003,4/4,0.399,2016
Alternative,Saliva,Lose Yourself,1eJRbQdRijmsoyVHlbyeXm,56,0.00023,0.437,264011,0.911,2.13e-06,G,0.239,-5.524,Major,0.0825,172.046,4/4,0.568,2019
Alternative,Langhorne Slim,The Way We Move,40rjypnguxfhPy4Bbv5SWc,59,0.217,0.539,168760,0.836,0.000168,B,0.303,-5.365,Major,0.0654,135.596,4/4,0.759,2012
Alternative,Alien Ant Farm,Movies,0DVxWV6V1nWa7Ml68Frd3D,57,0.000161,0.547,195707,0.919,0.001,E,0.197,-5.037,Major,0.0571,112.889,4/4,0.529,2001
Alternative,Deftones,Digital Bath,2jSJm3Gv6GLxduWLenmjKS,56,0.00122,0.338,255373,0.859,0.211,E,0.0936,-4.938,Minor,0.0824,92.966,4/4,0.504,2000
Alternative,System Of A Down,Question!,6y2DHyCYf6azhUfXmnuH6w,60,0.00083,0.207,200600,0.972,0.0158,E,0.318,-3.21,Minor,0.186,180.798,4/4,0.364,2005
Alternative,Robert DeLong,Favorite Color Is Blue,70JW8fz57MjPgbudBsx8rh,54,0.0925,0.593,214630,0.769,0.0,F,0.13,-4.581,Major,0.108,131.811,4/4,0.35,2018
